Date,Open,High,Low,Close,Adj Close,Volume
2019-08-23,1569.900024,1583.349976,1555.650024,1580.400024,1519.061646,984637
2019-08-26,1590.000000,1600.000000,1577.150024,1597.550049,1535.546021,1153556
2019-08-27,1600.000000,1607.449951,1585.500000,1599.449951,1537.372437,1581449
2019-08-28,1599.199951,1606.750000,1590.599976,1603.150024,1540.928711,565676
2019-08-29,1602.849976,1619.900024,1589.000000,1615.250000,1552.558838,861692
2019-08-30,1616.000000,1622.500000,1595.099976,1616.199951,1553.472168,1181516
2019-09-03,1608.000000,1609.599976,1573.550049,1576.750000,1515.553101,1289263
2019-09-04,1579.000000,1582.599976,1527.800049,1535.150024,1475.567871,2381389
2019-09-05,1537.000000,1545.900024,1515.250000,1519.750000,1460.765747,1506173
2019-09-06,1524.000000,1539.449951,1519.750000,1532.400024,1472.924683,801338
2019-09-09,1530.550049,1545.000000,1524.199951,1540.599976,1480.806274,812836
2019-09-11,1545.000000,1565.000000,1542.650024,1561.449951,1500.846802,1541300
2019-09-12,1570.000000,1570.000000,1537.150024,1540.300049,1480.517822,753116
2019-09-13,1540.000000,1553.150024,1528.000000,1548.199951,1488.111328,547381
2019-09-16,1510.000000,1526.949951,1502.099976,1521.300049,1462.255371,1811073
2019-09-17,1527.400024,1543.300049,1518.599976,1530.900024,1471.482666,1353034
2019-09-18,1542.150024,1560.949951,1535.000000,1547.750000,1487.678589,1057300
2019-09-19,1553.900024,1563.500000,1545.000000,1553.900024,1493.590088,879908
2019-09-20,1559.000000,1725.250000,1542.099976,1671.000000,1606.145264,3962166
2019-09-23,1697.849976,1820.000000,1697.849976,1802.750000,1732.781738,4253004
2019-09-24,1802.800049,1802.949951,1752.000000,1765.900024,1697.361938,2028042
2019-09-25,1784.000000,1784.000000,1728.250000,1751.800049,1683.809204,1794074
2019-09-26,1761.800049,1780.000000,1751.900024,1770.949951,1702.215820,1674004
2019-09-27,1770.000000,1781.400024,1735.349976,1776.300049,1707.358398,1115289
2019-09-30,1768.000000,1770.000000,1737.050049,1762.150024,1693.757446,1041807
2019-10-01,1768.949951,1799.900024,1757.000000,1766.099976,1697.554199,1317945
2019-10-03,1765.000000,1768.250000,1732.199951,1748.949951,1681.069824,1010826
2019-10-04,1753.900024,1761.699951,1717.099976,1724.400024,1657.472656,1231811
2019-10-07,1724.949951,1742.949951,1717.849976,1725.150024,1658.193481,562559
2019-10-09,1725.699951,1778.000000,1725.699951,1773.449951,1704.619019,1777552
2019-10-10,1765.000000,1793.000000,1756.500000,1778.599976,1709.568970,1599166
2019-10-11,1787.599976,1801.800049,1764.050049,1790.250000,1720.766968,1442236
2019-10-14,1790.000000,1806.300049,1784.699951,1798.699951,1728.888794,881724
2019-10-15,1807.699951,1825.000000,1796.000000,1803.099976,1733.118042,1204392
2019-10-16,1808.500000,1814.000000,1756.550049,1765.699951,1697.169678,1403020
2019-10-17,1772.000000,1816.650024,1756.000000,1812.300049,1741.961060,1722055
2019-10-18,1815.000000,1824.449951,1786.699951,1816.750000,1746.238281,1682488
2019-10-22,1822.699951,1825.000000,1775.000000,1780.199951,1711.106934,2135313
2019-10-23,1762.400024,1800.000000,1762.000000,1767.400024,1698.803589,3369253
2019-10-24,1778.000000,1794.949951,1753.050049,1790.500000,1721.007324,1497854
2019-10-25,1797.000000,1808.400024,1785.050049,1796.300049,1726.582031,1202154
2019-10-27,1802.000000,1807.550049,1788.099976,1792.599976,1723.025879,124919
2019-10-29,1792.099976,1820.000000,1772.550049,1814.250000,1743.835571,1050123
2019-10-30,1830.000000,1830.000000,1804.000000,1821.300049,1753.850220,1133258
2019-10-31,1826.300049,1834.800049,1803.500000,1809.599976,1742.583740,1297114
2019-11-01,1816.000000,1821.000000,1762.000000,1766.349976,1700.935181,1527660
2019-11-04,1775.000000,1790.000000,1766.199951,1785.900024,1719.761353,821893
2019-11-05,1780.000000,1797.800049,1767.599976,1793.849976,1727.416870,1251974
2019-11-06,1789.000000,1815.000000,1780.599976,1797.599976,1731.027832,1136777
2019-11-07,1810.000000,1830.900024,1798.199951,1826.949951,1759.290894,1380635
2019-11-08,1826.000000,1826.800049,1790.800049,1794.849976,1728.379639,1077136
2019-11-11,1789.949951,1793.949951,1768.000000,1773.949951,1708.253662,860384
2019-11-13,1773.750000,1787.000000,1756.699951,1770.449951,1704.883423,983760
2019-11-14,1778.000000,1800.000000,1766.449951,1771.849976,1706.231567,1116800
2019-11-15,1780.849976,1784.000000,1756.300049,1760.699951,1695.494507,729613
2019-11-18,1760.699951,1765.449951,1734.500000,1739.000000,1674.598267,1273055
2019-11-19,1747.949951,1748.000000,1718.500000,1721.349976,1657.601685,1187377
2019-11-20,1729.900024,1748.849976,1715.449951,1723.500000,1659.671997,1374382
2019-11-21,1727.900024,1734.849976,1711.000000,1720.349976,1656.638916,913095
2019-11-22,1710.000000,1713.949951,1676.000000,1682.750000,1620.431152,1275334
2019-11-25,1684.000000,1718.000000,1666.150024,1710.699951,1647.346191,1320689
2019-11-26,1718.000000,1728.849976,1687.599976,1710.300049,1646.961060,2714721
2019-11-27,1714.000000,1731.000000,1704.599976,1715.349976,1651.823853,883771
2019-11-28,1718.250000,1727.550049,1701.750000,1714.599976,1651.101563,691147
2019-11-29,1715.000000,1720.400024,1677.349976,1706.150024,1642.964600,1890290
2019-12-02,1706.199951,1742.500000,1698.349976,1738.250000,1673.875854,1476972
2019-12-03,1740.000000,1750.949951,1725.000000,1736.449951,1672.142578,1374317
2019-12-04,1731.199951,1734.400024,1710.250000,1720.300049,1656.590698,853421
2019-12-05,1717.400024,1738.150024,1707.000000,1715.849976,1652.305298,971984
2019-12-06,1722.900024,1747.599976,1712.849976,1716.650024,1653.075806,1031777
2019-12-09,1725.000000,1732.900024,1711.000000,1726.349976,1662.416748,751290
2019-12-10,1726.000000,1732.000000,1709.000000,1713.150024,1649.705322,686580
2019-12-11,1718.000000,1741.599976,1713.250000,1738.199951,1673.827515,827804
2019-12-12,1740.349976,1754.000000,1728.099976,1750.650024,1685.816650,802332
2019-12-13,1751.000000,1757.699951,1735.550049,1743.949951,1679.364746,960033
2019-12-16,1744.000000,1752.000000,1728.050049,1731.449951,1667.327637,707437
2019-12-17,1735.199951,1748.949951,1730.250000,1745.400024,1680.760986,873024
2019-12-18,1749.250000,1782.000000,1733.650024,1778.449951,1712.586914,1476506
2019-12-19,1778.800049,1807.800049,1775.599976,1803.099976,1736.324219,2554245
2019-12-20,1804.949951,1809.000000,1795.000000,1799.250000,1732.616821,1419128
2019-12-23,1795.800049,1814.599976,1786.199951,1807.550049,1740.609375,659899
2019-12-24,1812.000000,1826.000000,1799.050049,1803.449951,1736.661255,896574
2019-12-26,1799.400024,1819.699951,1797.050049,1809.599976,1742.583740,1161570
2019-12-27,1811.000000,1826.000000,1800.599976,1812.250000,1745.135254,930468
2019-12-30,1810.000000,1818.449951,1798.699951,1802.300049,1735.554077,562492
2019-12-31,1805.000000,1805.000000,1781.099976,1784.949951,1718.846680,928396
2020-01-01,1790.199951,1802.550049,1783.199951,1793.199951,1726.790771,397285
2020-01-02,1791.000000,1799.900024,1783.400024,1790.650024,1724.335449,411266
2020-01-03,1779.800049,1779.800049,1747.050049,1751.400024,1686.538940,1318628
2020-01-06,1737.949951,1738.000000,1694.000000,1707.150024,1643.927612,1871804
2020-01-07,1711.000000,1740.500000,1711.000000,1724.400024,1660.538940,1033650
2020-01-08,1696.000000,1736.000000,1695.000000,1728.800049,1664.775879,1006057
2020-01-09,1763.000000,1775.000000,1741.000000,1772.550049,1706.905640,1781733
2020-01-10,1772.000000,1797.300049,1760.000000,1792.550049,1726.164917,1256612
2020-01-13,1799.000000,1807.949951,1794.349976,1804.900024,1738.057739,823821
2020-01-14,1805.000000,1821.650024,1804.800049,1819.150024,1751.779663,775629
2020-01-15,1817.500000,1845.000000,1810.099976,1842.250000,1774.024414,1252925
2020-01-16,1835.949951,1848.000000,1828.750000,1835.150024,1767.187256,1031569
2020-01-17,1835.599976,1838.900024,1815.000000,1830.050049,1762.276245,862204
2020-01-20,1838.000000,1862.250000,1833.599976,1848.750000,1780.283691,1091453
2020-01-21,1839.949951,1842.550049,1793.849976,1810.750000,1743.690918,2101561
2020-01-22,1815.000000,1818.699951,1766.849976,1779.250000,1713.357544,3415306
2020-01-23,1779.000000,1789.000000,1757.099976,1776.099976,1710.323975,1885275
2020-01-24,1783.650024,1799.900024,1780.250000,1786.800049,1720.628052,1195596
2020-01-27,1787.000000,1805.750000,1780.000000,1788.349976,1722.120483,969054
2020-01-28,1794.000000,1794.000000,1773.000000,1779.099976,1713.213013,873291
2020-01-29,1787.000000,1803.849976,1781.000000,1796.949951,1730.401978,873805
2020-01-30,1800.000000,1808.900024,1786.000000,1805.000000,1738.153809,1005975
2020-01-31,1810.000000,1824.000000,1788.699951,1795.650024,1729.149902,1169614
2020-02-03,1768.800049,1872.900024,1765.000000,1867.650024,1798.483765,2854532
2020-02-04,1870.000000,1896.750000,1855.050049,1891.300049,1821.258057,1830049
2020-02-05,1889.000000,1890.000000,1866.150024,1873.500000,1804.117188,1344016
2020-02-06,1878.000000,1882.400024,1845.000000,1856.800049,1788.035645,995386
2020-02-07,1856.800049,1876.500000,1850.599976,1858.699951,1789.865234,632858
2020-02-10,1867.000000,1872.750000,1837.199951,1869.500000,1800.265137,747711
2020-02-11,1880.000000,1894.500000,1872.750000,1878.099976,1808.546753,1093021
2020-02-12,1880.000000,1916.699951,1878.199951,1893.699951,1823.569092,1616826
2020-02-13,1889.000000,1901.949951,1868.050049,1874.050049,1804.646729,638878
2020-02-14,1876.500000,1899.650024,1870.000000,1877.050049,1807.535645,771464
2020-02-17,1879.900024,1893.500000,1870.599976,1881.400024,1811.724487,676579
2020-02-18,1879.900024,1879.900024,1861.000000,1863.650024,1794.631714,683421
2020-02-19,1870.099976,1892.750000,1851.349976,1884.900024,1815.094849,723351
2020-02-20,1883.000000,1886.000000,1839.050049,1842.250000,1774.024414,1401879
2020-02-24,1845.250000,1853.000000,1814.000000,1818.949951,1751.587280,1310832
2020-02-25,1838.400024,1843.550049,1820.199951,1826.099976,1758.472534,897257
2020-02-26,1826.000000,1845.000000,1820.000000,1826.650024,1759.002319,1909619
2020-02-27,1829.849976,1852.000000,1810.449951,1843.800049,1775.516968,1643273
2020-02-28,1820.000000,1842.099976,1783.150024,1797.949951,1731.365112,2964119
2020-03-02,1815.099976,1837.449951,1769.250000,1786.800049,1720.628052,1219296
2020-03-03,1780.050049,1818.000000,1767.000000,1800.550049,1740.834839,1392463
2020-03-04,1804.050049,1857.449951,1804.050049,1847.949951,1786.662720,3050469
2020-03-05,1854.000000,1882.000000,1852.099976,1874.449951,1812.283813,2062439
2020-03-06,1840.000000,1884.400024,1835.000000,1877.449951,1815.184326,1393659
2020-03-09,1888.000000,1915.900024,1848.000000,1867.150024,1805.226074,3420741
2020-03-11,1874.949951,1905.000000,1851.500000,1882.849976,1820.405273,3194186
2020-03-12,1864.949951,1874.800049,1815.000000,1843.349976,1782.215210,6254349
2020-03-13,1785.000000,1843.750000,1669.849976,1797.699951,1738.079346,3878300
2020-03-16,1777.000000,1777.000000,1678.150024,1683.400024,1627.570190,2867336
2020-03-17,1699.000000,1779.800049,1670.000000,1731.599976,1674.171387,2643189
2020-03-18,1732.000000,1758.550049,1608.000000,1618.199951,1564.532349,3676437
2020-03-19,1540.000000,1653.949951,1431.199951,1601.199951,1548.096191,4906644
2020-03-20,1610.000000,1757.400024,1570.550049,1742.949951,1685.144897,3128629
2020-03-23,1578.599976,1650.000000,1490.750000,1498.449951,1448.753906,2155326
2020-03-24,1556.550049,1598.000000,1453.250000,1524.849976,1474.278320,3910566
2020-03-25,1446.550049,1605.349976,1446.000000,1593.150024,1540.313232,2196415
2020-03-26,1605.000000,1650.000000,1574.000000,1616.949951,1563.323730,2622118
2020-03-27,1664.800049,1665.250000,1550.199951,1604.150024,1550.948486,2102479
2020-03-30,1591.150024,1619.500000,1559.050049,1594.949951,1542.053467,1844011
2020-03-31,1625.000000,1690.000000,1601.800049,1666.500000,1611.230469,2789174
2020-04-01,1650.050049,1655.000000,1584.250000,1603.199951,1550.029907,1559455
2020-04-03,1615.099976,1616.000000,1517.250000,1520.900024,1470.459351,2925847
2020-04-07,1540.000000,1635.000000,1538.000000,1623.800049,1569.946777,2733586
2020-04-08,1623.800049,1687.800049,1600.000000,1608.949951,1555.589233,2382213
2020-04-09,1640.000000,1678.900024,1618.949951,1651.349976,1596.582886,1489539
2020-04-13,1646.000000,1703.650024,1602.849976,1680.849976,1625.104492,2586159
2020-04-15,1703.650024,1736.750000,1683.800049,1718.199951,1661.215942,2508270
2020-04-16,1691.000000,1752.300049,1684.750000,1743.099976,1685.290039,1821296
2020-04-17,1763.000000,1783.699951,1727.099976,1756.250000,1698.004150,1398686
2020-04-20,1758.250000,1758.650024,1705.650024,1730.449951,1673.059570,1431055
2020-04-21,1710.000000,1753.949951,1700.000000,1726.000000,1668.757080,1594930
2020-04-22,1717.099976,1822.000000,1712.250000,1813.000000,1752.871826,3727805
2020-04-23,1807.000000,1845.400024,1801.050049,1821.650024,1761.234985,2573552
2020-04-24,1815.050049,1842.800049,1814.000000,1827.550049,1766.939331,2744768
2020-04-27,1840.000000,1859.800049,1818.099976,1851.349976,1789.949951,1770889
2020-04-28,1847.199951,1864.000000,1806.300049,1824.400024,1763.893677,1934910
2020-04-29,1846.900024,1847.000000,1755.900024,1767.500000,1708.880981,2931120
2020-04-30,1795.000000,1797.000000,1741.000000,1758.699951,1700.372559,2926333
2020-05-04,1718.000000,1751.000000,1671.500000,1676.800049,1621.188965,2942397
2020-05-05,1681.000000,1692.900024,1578.250000,1619.150024,1565.450928,5867890
2020-05-06,1615.000000,1638.699951,1577.000000,1610.650024,1557.232788,3937921
2020-05-07,1609.949951,1628.699951,1545.199951,1594.300049,1541.425049,5256213
2020-05-08,1611.800049,1638.000000,1570.000000,1578.400024,1526.052246,5644426
2020-05-11,1583.000000,1599.000000,1555.000000,1569.599976,1517.543945,3767646
2020-05-12,1539.000000,1543.750000,1512.000000,1523.349976,1472.828125,4504073
2020-05-13,1579.800049,1579.800049,1533.349976,1563.300049,1511.453003,2940514
2020-05-14,1553.300049,1557.599976,1517.000000,1522.400024,1471.909668,2592264
2020-05-15,1529.000000,1560.000000,1510.000000,1552.949951,1501.446289,2860493
2020-05-18,1558.000000,1558.550049,1498.099976,1501.099976,1451.316040,2871905
2020-05-19,1510.000000,1516.949951,1482.949951,1503.949951,1454.071655,3164137
2020-05-20,1503.949951,1514.000000,1492.650024,1500.050049,1450.300781,2057402
2020-05-21,1503.000000,1583.500000,1501.000000,1574.300049,1522.088135,3845743
2020-05-22,1568.800049,1625.000000,1555.400024,1617.900024,1564.242432,5203736
2020-05-26,1625.000000,1656.949951,1620.000000,1629.849976,1575.795776,3552636
2020-05-27,1631.000000,1636.849976,1595.949951,1619.449951,1565.740967,2260057
2020-05-28,1622.000000,1656.949951,1615.250000,1643.599976,1589.090088,3138915
2020-05-29,1639.000000,1699.000000,1633.099976,1683.099976,1627.280029,3532977
2020-06-01,1706.500000,1711.900024,1681.500000,1693.250000,1637.093384,2529255
2020-06-02,1693.250000,1733.000000,1680.000000,1709.300049,1652.611206,2440552
2020-06-03,1724.000000,1744.000000,1705.849976,1716.550049,1659.620483,3088817
2020-06-04,1716.449951,1719.599976,1627.000000,1633.750000,1579.566650,4388930
2020-06-05,1650.000000,1659.349976,1621.000000,1638.550049,1584.207642,2884206
2020-06-08,1657.000000,1666.000000,1629.000000,1634.250000,1580.050171,2046505
2020-06-09,1640.000000,1695.000000,1636.750000,1642.050049,1587.591553,3671930
2020-06-10,1648.000000,1675.099976,1627.900024,1635.949951,1581.693604,2069280
2020-06-11,1635.949951,1646.000000,1607.000000,1610.599976,1557.184204,1888420
2020-06-12,1580.000000,1642.949951,1577.500000,1637.349976,1583.047363,2391556
2020-06-15,1629.000000,1650.650024,1602.099976,1618.199951,1564.532349,1681166
2020-06-16,1639.000000,1640.250000,1607.650024,1621.699951,1567.916382,1497691
2020-06-17,1607.550049,1622.650024,1590.400024,1595.400024,1542.488403,1812788
2020-06-18,1595.400024,1612.199951,1587.300049,1597.800049,1544.808960,1417273
2020-06-19,1597.800049,1630.000000,1591.050049,1622.500000,1568.689819,2714342
2020-06-22,1633.000000,1673.500000,1624.000000,1652.150024,1597.356445,2034739
2020-06-23,1659.849976,1689.000000,1641.000000,1683.900024,1628.053345,2334863
2020-06-24,1684.000000,1813.750000,1684.000000,1747.250000,1689.302368,11545923
2020-06-25,1740.000000,1747.000000,1683.150024,1689.000000,1632.984131,4054785
2020-06-26,1710.000000,1710.349976,1670.699951,1686.750000,1630.808838,2129986
2020-06-29,1687.000000,1708.449951,1674.050049,1691.949951,1635.836426,2753482
2020-06-30,1708.900024,1718.000000,1681.650024,1687.449951,1631.485718,1960731
2020-07-01,1698.000000,1698.000000,1680.050049,1688.000000,1632.017334,1661296
2020-07-02,1700.000000,1704.000000,1660.099976,1686.449951,1630.518799,2038399
2020-07-03,1695.400024,1720.000000,1690.000000,1695.650024,1639.413696,1988941
2020-07-06,1708.949951,1712.000000,1692.150024,1708.849976,1652.175903,1236670
2020-07-07,1708.949951,1749.900024,1705.849976,1745.750000,1687.852295,2983260
2020-07-08,1750.000000,1761.800049,1680.050049,1686.250000,1630.325439,2725937
2020-07-09,1694.000000,1722.000000,1692.099976,1717.250000,1660.297363,1904661
2020-07-10,1707.949951,1711.000000,1695.199951,1703.500000,1647.003540,1156043
2020-07-13,1708.000000,1732.900024,1700.000000,1705.650024,1649.082031,1289791
2020-07-14,1705.650024,1718.000000,1682.099976,1688.400024,1632.404175,1347120
2020-07-15,1700.000000,1713.599976,1663.300049,1671.650024,1616.209595,1611341
2020-07-16,1679.800049,1697.099976,1645.099976,1693.199951,1637.045044,1442725
2020-07-17,1695.000000,1742.500000,1689.750000,1717.900024,1660.925781,2308792
2020-07-20,1727.000000,1757.349976,1720.250000,1751.599976,1693.508179,1848600
2020-07-21,1761.000000,1771.750000,1719.000000,1724.250000,1667.065308,2088461
2020-07-22,1724.250000,1736.400024,1691.000000,1695.750000,1639.510376,1300409
2020-07-23,1690.000000,1740.000000,1687.000000,1727.800049,1671.976685,2375218
2020-07-24,1724.000000,1727.000000,1682.000000,1712.050049,1656.735474,3971563
2020-07-27,1717.199951,1788.000000,1717.199951,1778.150024,1720.699829,6470525
2020-07-28,1779.000000,1792.650024,1751.050049,1759.650024,1702.797485,2534092
2020-07-29,1770.000000,1779.900024,1730.000000,1740.150024,1683.927490,1530981
2020-07-30,1752.000000,1778.000000,1728.099976,1743.349976,1687.024292,2113975
2020-07-31,1754.000000,1770.900024,1710.400024,1715.500000,1660.073975,1678643
2020-08-03,1729.000000,1735.000000,1697.500000,1705.500000,1650.397095,1437425
2020-08-04,1719.000000,1735.000000,1708.550049,1713.949951,1658.573975,1815396
2020-08-05,1718.000000,1741.949951,1712.500000,1716.300049,1660.848267,1416803
2020-08-06,1732.050049,1752.099976,1720.099976,1727.550049,1671.734619,1914507
2020-08-07,1727.550049,1816.900024,1725.699951,1806.250000,1747.891968,5166075
2020-08-10,1810.000000,1824.300049,1777.000000,1782.349976,1724.764038,1892614
2020-08-11,1800.000000,1837.800049,1780.000000,1789.550049,1731.731567,3039662
2020-08-12,1789.949951,1806.000000,1772.000000,1797.250000,1739.182861,1679096
2020-08-13,1806.400024,1815.000000,1788.000000,1802.550049,1744.311401,1192375
2020-08-14,1818.699951,1830.000000,1795.500000,1802.550049,1744.311401,1868376
2020-08-17,1820.000000,1842.500000,1801.849976,1836.699951,1777.358154,1634180
2020-08-18,1831.000000,1884.000000,1831.000000,1874.099976,1813.549561,2586298
2020-08-19,1890.000000,1902.400024,1872.550049,1885.699951,1824.774780,1947114
2020-08-20,1867.949951,1880.000000,1857.050049,1874.900024,1814.323975,1538879
2020-08-21,1887.900024,1973.250000,1880.750000,1958.000000,1894.739014,5688228
2020-08-24,1958.000000,1996.000000,1940.000000,1962.150024,1898.754883,3996329
2020-08-25,1964.250000,2016.849976,1964.000000,2000.599976,1935.962646,3544399
2020-08-26,2000.949951,2009.000000,1955.500000,1971.400024,1907.705933,2245810
2020-08-27,1980.900024,2009.000000,1970.050049,1982.500000,1918.447388,3116305
2020-08-28,1994.000000,1997.000000,1953.300049,1958.099976,1894.835693,1842536
2020-08-31,1977.000000,1983.900024,1881.250000,1899.099976,1837.742065,2738522
2020-09-01,1925.000000,1988.000000,1907.750000,1979.300049,1915.350830,3068285
2020-09-02,1977.949951,1997.000000,1925.000000,1943.949951,1881.142822,2569603
2020-09-03,1950.199951,1987.849976,1945.000000,1978.000000,1914.092651,1931667
2020-09-04,1958.000000,1993.699951,1951.000000,1956.349976,1893.142334,1930422
2020-09-07,1965.000000,2003.650024,1948.099976,1982.099976,1918.060303,2855392
2020-09-08,1987.500000,2001.949951,1952.000000,1960.349976,1897.013062,2401034
2020-09-09,1960.349976,1993.900024,1958.000000,1979.050049,1915.108887,2776804
2020-09-10,1985.050049,2069.699951,1981.000000,2056.550049,1990.104858,5081252
2020-09-11,2063.000000,2069.949951,2022.000000,2035.949951,1970.170288,2599475
2020-09-14,2050.000000,2054.000000,2005.000000,2031.199951,1965.573975,2142458
2020-09-15,2045.000000,2049.550049,2009.050049,2017.550049,1952.365112,1997383
2020-09-16,2027.000000,2027.000000,1994.150024,2012.099976,1947.090942,1717740
2020-09-17,2000.000000,2045.000000,2000.000000,2007.949951,1943.075073,2416918
2020-09-18,2026.300049,2044.349976,2015.000000,2028.400024,1962.864380,3021436
2020-09-21,2036.400024,2057.000000,1962.300049,1972.550049,1908.818848,2518361
2020-09-22,1990.199951,1995.699951,1926.349976,1937.500000,1874.901245,1974860
2020-09-23,1940.000000,1990.000000,1928.300049,1946.550049,1883.658691,2732912
2020-09-24,1941.550049,1945.000000,1907.750000,1918.349976,1856.369873,1906183
2020-09-25,1925.250000,1955.000000,1908.000000,1925.599976,1863.385742,1939316
2020-09-28,1938.000000,1958.000000,1930.000000,1945.599976,1882.739380,1137313
2020-09-29,1960.000000,1989.949951,1954.000000,1959.949951,1896.625977,1965383
2020-09-30,1966.099976,2004.000000,1958.150024,1986.400024,1922.221313,2518982
2020-10-01,2007.000000,2049.350098,1992.050049,2040.449951,1974.525024,2014003
2020-10-05,2040.449951,2042.699951,2011.000000,2028.000000,1962.477417,1554873
2020-10-06,2050.000000,2097.899902,2045.099976,2090.000000,2022.474365,3152378
2020-10-07,2080.000000,2118.800049,2073.949951,2105.000000,2036.989502,2429595
2020-10-08,2104.500000,2107.949951,2072.050049,2088.649902,2021.167603,1427493
2020-10-09,2094.000000,2108.899902,2045.150024,2050.600098,1984.347290,1636939
2020-10-12,2067.899902,2086.449951,2041.250000,2077.850098,2010.716797,2182836
2020-10-13,2077.000000,2114.000000,2054.050049,2064.649902,1997.943237,2619233
2020-10-14,2070.000000,2085.500000,2055.000000,2071.350098,2004.426758,1530471
2020-10-15,2070.000000,2124.000000,2066.050049,2090.449951,2022.909668,4001883
2020-10-16,2089.949951,2090.000000,2055.550049,2061.199951,1994.604492,2017706
2020-10-19,2079.949951,2079.949951,2056.500000,2070.100098,2003.217163,1338404
2020-10-20,2077.899902,2131.800049,2067.350098,2118.500000,2050.053223,2377713
2020-10-21,2130.000000,2143.850098,2081.250000,2114.300049,2045.989136,2895432
2020-10-22,2114.199951,2116.850098,2076.800049,2099.899902,2032.054321,2755686
2020-10-23,2113.500000,2129.399902,2096.000000,2120.250000,2051.746826,3070714
2020-10-26,2116.350098,2116.350098,2070.050049,2080.449951,2013.232422,1278139
