symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
GOOG,2019-11-19 00:00:00+00:00,1315.46,1327.7,1312.8,1327.7,1269372,65.773,66.385,65.64,66.385,25387440,0.0,1.0
GOOG,2019-11-20 00:00:00+00:00,1303.05,1315.0,1291.15,1311.74,1309835,65.1525,65.75,64.5575,65.587,26196700,0.0,1.0
GOOG,2019-11-21 00:00:00+00:00,1301.35,1312.59,1293.0,1301.48,995499,65.0675,65.6295,64.65,65.074,19909980,0.0,1.0
GOOG,2019-11-22 00:00:00+00:00,1295.34,1308.73,1291.41,1305.62,1386506,64.767,65.4365,64.5705,65.281,27730120,0.0,1.0
GOOG,2019-11-25 00:00:00+00:00,1306.69,1311.31,1298.13,1299.18,1036487,65.3345,65.5655,64.9065,64.959,20729740,0.0,1.0
GOOG,2019-11-26 00:00:00+00:00,1313.55,1314.8,1305.09,1309.86,1069795,65.6775,65.74,65.2545,65.493,21395900,0.0,1.0
GOOG,2019-11-27 00:00:00+00:00,1312.99,1318.36,1309.63,1315.0,996329,65.6495,65.918,65.4815,65.75,19926580,0.0,1.0
GOOG,2019-11-29 00:00:00+00:00,1304.96,1310.205,1303.97,1307.12,586981,65.248,65.51025,65.1985,65.356,11739620,0.0,1.0
GOOG,2019-12-02 00:00:00+00:00,1289.92,1305.83,1281.0,1301.0,1511851,64.496,65.2915,64.05,65.05,30237020,0.0,1.0
GOOG,2019-12-03 00:00:00+00:00,1295.28,1298.461,1279.0,1279.57,1268647,64.764,64.92305,63.95,63.9785,25372940,0.0,1.0
GOOG,2019-12-04 00:00:00+00:00,1320.54,1325.8,1304.87,1307.01,1538110,66.027,66.29,65.2435,65.3505,30762200,0.0,1.0
GOOG,2019-12-05 00:00:00+00:00,1328.13,1329.358,1316.44,1328.0,1212818,66.4065,66.4679,65.822,66.4,24256360,0.0,1.0
GOOG,2019-12-06 00:00:00+00:00,1340.62,1344.0,1333.44,1333.44,1315510,67.031,67.2,66.672,66.672,26310200,0.0,1.0
GOOG,2019-12-09 00:00:00+00:00,1343.56,1359.45,1337.84,1338.04,1355795,67.178,67.9725,66.892,66.902,27115900,0.0,1.0
GOOG,2019-12-10 00:00:00+00:00,1344.66,1349.975,1336.04,1341.5,1094653,67.233,67.49875,66.802,67.075,21893060,0.0,1.0
GOOG,2019-12-11 00:00:00+00:00,1345.02,1351.2,1342.67,1350.84,850796,67.251,67.56,67.1335,67.542,17015920,0.0,1.0
GOOG,2019-12-12 00:00:00+00:00,1350.27,1355.775,1340.5,1345.94,1281722,67.5135,67.78875,67.025,67.297,25634440,0.0,1.0
GOOG,2019-12-13 00:00:00+00:00,1347.83,1353.093,1343.87,1347.95,1550028,67.3915,67.65465,67.1935,67.3975,31000560,0.0,1.0
GOOG,2019-12-16 00:00:00+00:00,1361.17,1364.68,1352.67,1356.5,1397451,68.0585,68.234,67.6335,67.825,27949020,0.0,1.0
GOOG,2019-12-17 00:00:00+00:00,1355.12,1365.0,1351.323,1362.89,1855259,67.756,68.25,67.56615,68.1445,37105180,0.0,1.0
GOOG,2019-12-18 00:00:00+00:00,1352.62,1360.47,1351.0,1356.6,1657069,67.631,68.0235,67.55,67.83,33141380,0.0,1.0
GOOG,2019-12-19 00:00:00+00:00,1356.04,1358.1,1348.985,1351.82,1470112,67.802,67.905,67.44925,67.591,29402240,0.0,1.0
